valuation_id,loan_id,property_address,property_type,appraised_value,assessed_value,square_footage,year_built,bedrooms,bathrooms,appraisal_date,appraiser_name,appraisal_company
VAL001388,LOAN0004612,4006 Cedar St,Multi-Family,726609.49,649772.89,845,2000,3,3.3,2023-02-15,Margaret Lopez,Metro Valuations
VAL001389,LOAN0004613,1336 Oak Ave,Single Family,2503388.39,1903995.95,1260,1993,4,3.8,2024-09-09,Nancy Mitchell,Quality Assessment LLC
VAL001390,LOAN0004614,6612 Oak Blvd,Commercial,2256354.35,1579086.76,3560,1994,6,1.6,2024-08-16,Daniel Hill,National Appraisal Co
VAL001391,LOAN0004621,3176 Maple Ave,Condo,2810824.98,2362495.87,4692,1990,2,3.6,2023-02-10,Dorothy Mitchell,National Appraisal Co
VAL001392,LOAN0004624,8322 Main St,Multi-Family,77029.55,61194.91,4780,1970,5,3.8,2024-06-14,Lisa Wright,Quality Assessment LLC
VAL001393,LOAN0004632,7803 Pine Ave,Condo,2409763.55,2001521.55,3736,1956,4,1.0,2024-02-15,Margaret Hernandez,National Appraisal Co
VAL001394,LOAN0004637,1424 Maple Blvd,Multi-Family,1849230.95,1387958.83,4389,1991,6,3.9,2024-05-02,Joseph Rivera,Accurate Appraisals Inc
VAL001395,LOAN0004638,7139 Maple St,Single Family,2152697.17,1734920.34,3696,2022,3,2.1,2024-02-04,Stephanie Perez,Premier Appraisers
VAL001396,LOAN0004639,5582 Pine Ave,Condo,947888.45,745560.0,3676,1970,2,1.5,2023-03-01,William White,National Appraisal Co
VAL001397,LOAN0004648,4322 Main St,Townhouse,30164.59,24721.66,4683,2000,1,1.7,2024-04-10,Timothy Lewis,Premier Appraisers
VAL001398,LOAN0004651,5582 Main Ave,Condo,67347.3,53705.12,4600,1994,1,3.0,2024-09-25,Ashley Moore,Premier Appraisers
VAL001399,LOAN0004652,9228 Maple St,Single Family,173576.79,155146.91,1149,1978,2,2.4,2023-12-01,David Rodriguez,Quality Assessment LLC
VAL001400,LOAN0004659,7963 Maple Ave,Multi-Family,2265116.27,1775317.19,4029,1986,5,3.5,2023-09-13,Kenneth Walker,National Appraisal Co
VAL001401,LOAN0004660,6124 Oak St,Commercial,341107.76,292557.78,2175,1971,3,1.5,2023-07-25,Betty Mitchell,Metro Valuations
VAL001402,LOAN0004661,3314 Pine Blvd,Multi-Family,183552.19,134223.31,2383,2022,3,3.3,2023-09-19,Jessica Ramirez,Premier Appraisers
VAL001403,LOAN0004662,9590 Cedar Ave,Townhouse,23329.24,18043.75,2103,1958,5,1.1,2023-05-02,Charles Allen,Premier Appraisers
VAL001404,LOAN0004670,6489 Maple Blvd,Commercial,1937300.07,1559381.18,1148,1990,6,1.8,2023-09-05,Rebecca Taylor,Accurate Appraisals Inc
VAL001405,LOAN0004673,494 Pine Ave,Commercial,1869493.16,1523401.52,4551,2016,3,1.1,2023-10-22,Kenneth King,Premier Appraisers
VAL001406,LOAN0004678,3091 Oak Blvd,Single Family,1587631.76,1099082.26,1964,2012,3,3.7,2024-04-22,Stephanie Campbell,Metro Valuations
VAL001407,LOAN0004681,4215 Pine Ave,Multi-Family,76401.17,64451.45,2732,1993,3,2.0,2023-04-30,Karen Baker,Quality Assessment LLC
VAL001408,LOAN0004686,2712 Oak St,Single Family,1538803.94,1092926.87,1151,1981,6,1.4,2023-08-26,Patricia Nguyen,Metro Valuations
VAL001409,LOAN0004687,8703 Main Ave,Townhouse,36633.04,31287.05,3521,2003,5,3.3,2023-06-26,Paul Miller,Metro Valuations
VAL001410,LOAN0004690,2433 Cedar Blvd,Commercial,427715.25,339830.64,3903,1977,2,2.3,2023-10-06,Timothy Hall,Accurate Appraisals Inc
VAL001411,LOAN0004692,3586 Oak St,Condo,116850.29,107871.07,3993,1982,4,1.2,2024-07-20,Emily Taylor,Metro Valuations
VAL001412,LOAN0004694,2678 Cedar Ave,Commercial,944675.49,816070.01,930,1958,6,1.3,2023-02-06,Deborah Thomas,National Appraisal Co
VAL001413,LOAN0004699,3251 Maple Ave,Multi-Family,1599202.47,1170511.93,4411,1965,5,3.6,2024-05-02,William Adams,Quality Assessment LLC
VAL001414,LOAN0004703,2698 Main Blvd,Condo,3348095.87,2396841.94,1790,1972,4,2.1,2023-03-14,Patricia Flores,Quality Assessment LLC
VAL001415,LOAN0004704,6998 Oak Blvd,Single Family,91340.47,61612.66,2840,1990,1,2.1,2024-01-28,John Johnson,Quality Assessment LLC
VAL001416,LOAN0004705,964 Oak Blvd,Multi-Family,40870.5,29549.17,2215,1978,6,1.0,2023-10-24,Susan Wilson,Metro Valuations
VAL001417,LOAN0004708,8592 Maple Ave,Single Family,57321.62,46680.81,2313,2023,2,1.9,2024-04-05,Ashley Rodriguez,Accurate Appraisals Inc
VAL001418,LOAN0004711,151 Pine St,Townhouse,589185.18,479732.66,4037,1959,2,1.9,2024-07-25,Christopher Lopez,National Appraisal Co
VAL001419,LOAN0004722,4120 Pine St,Condo,16035.09,11924.44,4690,1956,2,3.8,2024-05-04,Jessica Allen,National Appraisal Co
VAL001420,LOAN0004723,5598 Oak Ave,Condo,72568.83,59034.14,2045,2007,5,3.1,2024-09-07,Lisa Miller,Quality Assessment LLC
VAL001421,LOAN0004729,5577 Main St,Single Family,28649.79,20389.09,3299,2019,1,3.7,2023-01-26,John Young,National Appraisal Co
VAL001422,LOAN0004730,1091 Cedar St,Condo,84507.63,62367.72,2550,2015,4,2.7,2024-06-13,Charles Mitchell,Premier Appraisers
VAL001423,LOAN0004732,7597 Cedar Ave,Townhouse,56667.24,43129.39,4427,1965,3,2.1,2023-08-09,Andrew Garcia,Quality Assessment LLC
VAL001424,LOAN0004733,5948 Cedar Blvd,Commercial,2551322.9,1854882.67,4905,1981,4,3.9,2023-11-15,Brian Nguyen,Metro Valuations
VAL001425,LOAN0004736,8268 Maple Ave,Multi-Family,2361366.59,1829215.23,2461,1952,4,3.6,2024-02-28,James White,Accurate Appraisals Inc
VAL001426,LOAN0004737,9066 Main Blvd,Single Family,2589478.17,1898327.86,1818,2019,2,2.2,2023-05-16,Deborah Anderson,Quality Assessment LLC
VAL001427,LOAN0004740,7198 Cedar Blvd,Commercial,1928421.16,1703358.14,3930,1959,3,2.9,2023-02-05,Lisa Nelson,National Appraisal Co
VAL001428,LOAN0004741,5978 Main St,Condo,2656467.38,1933444.2,4932,1986,4,1.8,2023-01-07,Jason Smith,Metro Valuations
VAL001429,LOAN0004744,873 Maple St,Multi-Family,2862296.87,1886970.89,1404,2021,4,3.4,2023-02-12,Christopher Anderson,Premier Appraisers
VAL001430,LOAN0004749,6570 Maple Ave,Townhouse,147876.41,111806.85,1597,2021,5,2.8,2023-10-17,Barbara Young,Accurate Appraisals Inc
VAL001431,LOAN0004750,3079 Pine Ave,Townhouse,2658193.21,1901097.35,1432,1998,1,2.9,2024-06-23,Mark Martinez,Metro Valuations
VAL001432,LOAN0004753,2377 Pine Blvd,Condo,2254626.41,1889993.98,2447,1956,2,3.1,2024-04-03,Daniel Sanchez,Premier Appraisers
VAL001433,LOAN0004758,4264 Cedar St,Condo,21200.2,18267.3,2174,1975,6,1.6,2023-11-11,Barbara Baker,Accurate Appraisals Inc
VAL001434,LOAN0004769,9573 Pine Ave,Condo,638329.34,481693.1,2073,2001,3,1.4,2023-11-16,Amanda Torres,National Appraisal Co
VAL001435,LOAN0004770,8463 Main Ave,Townhouse,50572.63,39008.41,3441,1981,5,1.8,2024-12-01,James Smith,Accurate Appraisals Inc
VAL001436,LOAN0004776,3577 Maple Blvd,Townhouse,90108.38,79826.47,2826,1965,2,1.7,2024-12-23,Ashley Perez,Accurate Appraisals Inc
VAL001437,LOAN0004777,7139 Main St,Single Family,88776.06,73774.73,3025,1993,5,1.8,2024-06-11,Joshua Smith,Premier Appraisers
VAL001438,LOAN0004778,1817 Cedar Ave,Single Family,30762.62,25773.62,4769,2021,1,2.8,2023-07-09,David Campbell,Accurate Appraisals Inc
VAL001439,LOAN0004780,8598 Pine Ave,Condo,91582.4,78815.66,2386,1980,2,3.2,2024-06-15,Ashley Perez,Accurate Appraisals Inc
VAL001440,LOAN0004783,8015 Pine Ave,Single Family,835684.56,738847.57,2559,1993,5,2.5,2023-06-17,Jessica Lopez,Quality Assessment LLC
VAL001441,LOAN0004784,4671 Maple St,Commercial,1679303.95,1240327.23,2272,2023,2,2.5,2024-02-09,Edward Flores,Quality Assessment LLC
VAL001442,LOAN0004788,8114 Oak St,Multi-Family,55910.28,44476.53,1266,1980,5,3.4,2024-05-19,John Mitchell,Premier Appraisers
VAL001443,LOAN0004791,4544 Main Ave,Commercial,89084.43,79360.36,3592,1958,6,1.7,2023-09-21,David Young,National Appraisal Co
VAL001444,LOAN0004799,1919 Main Ave,Condo,382399.03,272719.14,2280,1954,1,1.4,2023-08-15,Steven White,Metro Valuations
VAL001445,LOAN0004800,4049 Oak Blvd,Single Family,2897647.56,2248484.36,4997,2014,1,3.9,2024-02-25,Joseph White,National Appraisal Co
VAL001446,LOAN0004804,9234 Main St,Townhouse,109462.25,77303.08,3615,1957,3,2.6,2023-10-02,Deborah Moore,Quality Assessment LLC
VAL001447,LOAN0004817,9625 Oak St,Multi-Family,80395.6,60278.88,3872,2017,2,3.6,2023-11-13,Joseph Davis,Accurate Appraisals Inc
VAL001448,LOAN0004818,4620 Cedar St,Single Family,1537877.57,1079124.21,3090,1960,1,2.5,2024-10-26,Sarah Harris,Premier Appraisers
VAL001449,LOAN0004819,5883 Pine Ave,Townhouse,1679364.17,1217905.85,4879,1989,3,2.3,2023-08-28,Elizabeth Green,Premier Appraisers
VAL001450,LOAN0004821,6171 Main St,Condo,2581054.63,1776304.93,2304,1970,5,2.8,2023-08-08,Mark Garcia,Premier Appraisers
VAL001451,LOAN0004823,3784 Pine Blvd,Townhouse,61919.45,51729.54,2487,1982,3,3.9,2023-01-25,David Martin,Premier Appraisers
VAL001452,LOAN0004831,5000 Pine St,Commercial,2068702.54,1533939.54,3158,1963,4,4.0,2023-11-06,Margaret Hill,Premier Appraisers
VAL001453,LOAN0004832,7372 Cedar Ave,Single Family,1870342.04,1530360.9,4841,2001,5,3.0,2023-05-02,Susan Mitchell,Quality Assessment LLC
VAL001454,LOAN0004834,7056 Main St,Multi-Family,427478.33,365117.76,1033,1988,3,3.3,2023-12-12,Patricia Campbell,Quality Assessment LLC
VAL001455,LOAN0004835,8780 Main Blvd,Townhouse,803651.09,609074.26,1187,1952,1,3.6,2023-10-25,Robert Taylor,Metro Valuations
VAL001456,LOAN0004836,9369 Main Ave,Single Family,1159034.66,837993.66,1635,1982,1,1.7,2023-03-03,Stephanie Lopez,Accurate Appraisals Inc
VAL001457,LOAN0004837,6879 Oak Ave,Commercial,2033099.6,1449494.02,2922,1991,3,2.9,2024-10-08,Kenneth Lopez,Metro Valuations
VAL001458,LOAN0004839,7387 Pine Ave,Multi-Family,2595183.96,2199497.45,3036,1976,5,1.7,2023-11-08,James Jackson,Quality Assessment LLC
VAL001459,LOAN0004841,5254 Oak Ave,Single Family,2060914.74,1597309.39,4593,1981,5,3.2,2024-07-17,Charles Nelson,National Appraisal Co
VAL001460,LOAN0004845,2032 Cedar Ave,Commercial,480362.55,324711.33,4204,1978,6,3.4,2024-05-29,David Davis,National Appraisal Co
VAL001461,LOAN0004854,2308 Main Blvd,Townhouse,1864792.38,1484512.32,4122,1991,2,2.4,2024-08-25,Sandra Green,National Appraisal Co
VAL001462,LOAN0004855,223 Pine Ave,Single Family,1321401.37,898453.54,4802,1999,4,2.8,2024-04-28,Edward White,Premier Appraisers
VAL001463,LOAN0004856,6990 Cedar Ave,Townhouse,753188.09,635358.05,2681,1971,2,2.0,2023-07-26,Deborah Brown,National Appraisal Co
VAL001464,LOAN0004859,4816 Main St,Commercial,1544671.14,1398155.6,4511,1963,5,2.7,2023-12-24,William Campbell,Quality Assessment LLC
VAL001465,LOAN0004864,4899 Maple Ave,Single Family,1958554.44,1457077.77,4806,1960,1,3.1,2023-08-08,Nancy Rivera,Premier Appraisers
VAL001466,LOAN0004877,1783 Oak Blvd,Condo,1477803.61,1236800.14,3748,1952,1,1.9,2024-06-14,Susan Thomas,Accurate Appraisals Inc
VAL001467,LOAN0004881,607 Oak St,Townhouse,731944.07,517832.2,4445,1974,2,2.1,2024-04-23,Carol Walker,Accurate Appraisals Inc
VAL001468,LOAN0004882,9351 Oak Blvd,Townhouse,2074331.96,1659139.55,4122,1971,2,1.9,2024-05-04,Ashley Young,Metro Valuations
VAL001469,LOAN0004886,3139 Maple St,Condo,1715194.01,1299589.44,4201,1955,4,2.1,2024-05-28,Anthony Hall,Metro Valuations
VAL001470,LOAN0004887,5554 Oak St,Commercial,1984976.48,1594632.34,2125,1982,1,2.6,2024-01-14,Lisa Williams,National Appraisal Co
VAL001471,LOAN0004888,8909 Main St,Condo,2427049.04,1736350.65,3615,1983,4,3.5,2024-10-26,Edward Hill,National Appraisal Co
VAL001472,LOAN0004889,9497 Oak Blvd,Commercial,1734100.19,1587387.4,2406,2003,3,1.6,2023-11-23,Carol Lee,Premier Appraisers
VAL001473,LOAN0004891,4304 Main St,Condo,73176.67,59107.56,3192,2002,1,1.2,2023-03-05,Emily Perez,Premier Appraisers
VAL001474,LOAN0004898,3245 Main Ave,Commercial,50530.45,41560.4,3869,1966,6,2.4,2023-08-23,Steven Lewis,Quality Assessment LLC
VAL001475,LOAN0004899,1486 Maple St,Townhouse,1771810.26,1202262.29,4603,1978,4,1.7,2024-04-01,Brian Thomas,Premier Appraisers
VAL001476,LOAN0004900,7037 Pine Blvd,Single Family,3188696.86,2209928.56,813,1969,4,3.7,2023-03-23,Sarah Young,Quality Assessment LLC
VAL001477,LOAN0004907,2688 Cedar Blvd,Commercial,636881.99,550036.8,4665,2014,4,3.5,2023-01-22,Ronald Wilson,Accurate Appraisals Inc
VAL001478,LOAN0004909,8048 Oak St,Multi-Family,1571268.58,1190115.92,2158,2017,5,1.4,2023-11-18,Barbara Martinez,Premier Appraisers
VAL001479,LOAN0004914,8980 Oak St,Condo,34821.77,25999.66,3292,2023,4,2.4,2023-11-14,Donna Robinson,Premier Appraisers
VAL001480,LOAN0004919,6394 Maple St,Townhouse,1477059.88,1116977.14,2071,1968,4,3.3,2024-01-03,Matthew Johnson,Accurate Appraisals Inc
VAL001481,LOAN0004921,4748 Maple St,Commercial,1404719.27,1099234.32,836,1996,5,1.9,2023-06-19,Joseph White,Metro Valuations
VAL001482,LOAN0004923,6877 Cedar Blvd,Commercial,27387.2,21353.67,2192,2000,1,1.7,2024-05-22,George Gonzalez,Metro Valuations
VAL001483,LOAN0004925,6150 Cedar St,Commercial,2409448.77,1987795.38,1164,2013,3,1.2,2023-11-23,Daniel Mitchell,Accurate Appraisals Inc
VAL001484,LOAN0004928,5827 Cedar Blvd,Multi-Family,2031417.33,1528804.02,4388,1992,5,1.5,2023-08-13,Lisa Nelson,National Appraisal Co
VAL001485,LOAN0004929,9018 Oak St,Multi-Family,2396266.43,1861001.87,4687,1974,3,3.7,2023-12-20,David Lee,Premier Appraisers
VAL001486,LOAN0004942,6658 Main Blvd,Multi-Family,2000665.5,1505764.25,1154,1982,5,1.3,2023-09-14,Kimberly Campbell,Premier Appraisers
VAL001487,LOAN0004947,8194 Main St,Townhouse,3495461.05,2926339.58,3786,1988,6,3.8,2023-11-26,Kenneth Anderson,Quality Assessment LLC
VAL001488,LOAN0004950,4839 Maple Blvd,Commercial,2552173.98,2171138.34,1029,1954,1,1.4,2023-04-20,Mark Nguyen,Quality Assessment LLC
VAL001489,LOAN0004960,2030 Maple St,Commercial,1799864.11,1492561.37,4673,1976,2,2.8,2023-07-07,Karen Robinson,Accurate Appraisals Inc
VAL001490,LOAN0004961,3058 Oak Blvd,Multi-Family,101944.44,95417.03,4502,2008,3,3.5,2024-06-15,Joshua Martin,Metro Valuations
VAL001491,LOAN0004964,4869 Pine St,Single Family,124317.52,98010.8,4994,2013,2,2.6,2023-03-07,Stephanie Hall,Metro Valuations
VAL001492,LOAN0004965,8044 Main Blvd,Single Family,3483388.64,2494096.45,1854,2008,6,2.9,2024-12-16,Kenneth Hall,Metro Valuations
VAL001493,LOAN0004971,9061 Cedar St,Condo,46578.87,37337.3,3674,2018,2,2.3,2023-05-12,Jessica Thomas,Metro Valuations
VAL001494,LOAN0004982,4238 Main St,Condo,767265.24,562335.25,3727,1998,4,1.9,2023-06-18,Paul Lopez,National Appraisal Co
VAL001495,LOAN0004983,3342 Pine Blvd,Multi-Family,2210813.18,1506111.4,3884,1974,3,2.9,2024-12-22,William Walker,Accurate Appraisals Inc
VAL001496,LOAN0004985,2787 Cedar Ave,Multi-Family,1060840.46,858898.23,4570,1983,3,2.1,2023-12-12,Matthew Thompson,Accurate Appraisals Inc
VAL001497,LOAN0004991,6548 Maple Blvd,Condo,2422785.68,2029215.16,2994,2009,1,1.1,2024-10-16,Steven Wright,Premier Appraisers
VAL001498,LOAN0004996,1335 Pine Ave,Multi-Family,1732980.89,1530135.28,4527,2020,2,2.8,2023-11-19,Donald Thomas,Accurate Appraisals Inc
VAL001499,LOAN0004998,5436 Main St,Commercial,2837384.68,2096288.73,4292,2001,1,2.0,2023-07-27,Thomas King,National Appraisal Co
VAL001500,LOAN0005000,6367 Main Ave,Single Family,1871430.48,1474307.79,2967,2013,5,1.6,2024-05-06,Stephanie Baker,Quality Assessment LLC
VAL001501,LOAN0005001,673 Maple Blvd,Single Family,7093.77,5286.02,4998,1958,3,2.3,2024-03-16,Thomas Robinson,Accurate Appraisals Inc
VAL001502,LOAN0005007,8440 Cedar Ave,Townhouse,1030113.67,759309.85,1828,2004,5,2.9,2023-06-09,Betty Sanchez,National Appraisal Co
VAL001503,LOAN0005008,7780 Oak Blvd,Multi-Family,2797887.59,2113484.05,1443,2009,1,3.7,2023-08-28,Mark Martinez,Accurate Appraisals Inc
VAL001504,LOAN0005009,567 Main St,Condo,2662715.57,2325111.01,4389,2014,2,1.5,2023-07-02,Kimberly Gonzalez,Quality Assessment LLC
VAL001505,LOAN0005014,6328 Maple Blvd,Condo,65630.61,49141.85,4208,1991,3,3.5,2023-12-28,Dorothy Brown,Premier Appraisers
VAL001506,LOAN0005015,8107 Main Ave,Commercial,2120234.62,1680487.34,1105,2011,4,2.7,2024-06-22,Daniel Smith,Quality Assessment LLC
VAL001507,LOAN0005019,1023 Maple St,Commercial,1357565.47,1050926.34,4354,2003,3,2.9,2024-11-15,Timothy Robinson,Accurate Appraisals Inc
VAL001508,LOAN0005020,3132 Pine Ave,Multi-Family,2092048.08,1753222.13,1656,1960,3,2.2,2024-06-30,Lisa Rodriguez,National Appraisal Co
VAL001509,LOAN0005026,7035 Oak Blvd,Multi-Family,38383.64,28081.24,1511,1981,5,2.7,2024-02-08,Nancy Sanchez,Metro Valuations
VAL001510,LOAN0005027,7698 Cedar St,Commercial,1658365.75,1411093.86,1162,2008,5,2.3,2023-10-10,Stephanie Flores,Accurate Appraisals Inc
VAL001511,LOAN0005028,6917 Oak Ave,Single Family,2491727.1,2007202.86,1258,2013,6,2.3,2024-08-11,Melissa Rivera,Metro Valuations
VAL001512,LOAN0005032,9115 Maple Ave,Multi-Family,348295.44,243294.53,4867,1993,2,2.8,2023-10-14,Amanda Lopez,Accurate Appraisals Inc
VAL001513,LOAN0005034,8094 Oak Ave,Single Family,2115395.4,1512175.5,4466,1979,5,2.6,2024-03-26,Andrew Martinez,Metro Valuations
VAL001514,LOAN0005041,9880 Cedar Blvd,Single Family,205939.13,166068.34,2925,1988,2,3.7,2023-10-31,Daniel Clark,Metro Valuations
VAL001515,LOAN0005042,959 Main St,Condo,20523.48,15226.3,4002,2008,4,3.3,2023-01-12,Mark Garcia,National Appraisal Co
VAL001516,LOAN0005044,3845 Maple St,Single Family,1320598.97,1019145.43,2591,1980,3,2.3,2023-04-23,Betty Nguyen,Accurate Appraisals Inc
VAL001517,LOAN0005047,9446 Oak St,Townhouse,1519549.94,1119200.28,2299,1974,4,3.8,2024-05-10,Margaret Jones,Premier Appraisers
VAL001518,LOAN0005049,7226 Maple St,Commercial,24738.76,19030.56,3859,2005,4,2.3,2023-03-06,Robert Ramirez,National Appraisal Co
VAL001519,LOAN0005057,2072 Oak Ave,Condo,2332253.61,2105239.42,3148,1950,2,2.4,2023-10-26,Mark King,Quality Assessment LLC
VAL001520,LOAN0005059,4517 Oak Blvd,Single Family,715665.28,515337.36,4486,1983,2,1.7,2023-07-24,Deborah Smith,Accurate Appraisals Inc
VAL001521,LOAN0005060,8082 Cedar Ave,Condo,480550.59,419713.74,3578,1999,5,3.9,2023-01-10,Patricia Hall,National Appraisal Co
VAL001522,LOAN0005062,9171 Main St,Condo,2613203.41,2307370.88,2305,2006,1,1.3,2023-05-22,Susan Thomas,Metro Valuations
VAL001523,LOAN0005063,7620 Main Blvd,Condo,2180242.44,1820548.52,4265,2009,4,2.1,2024-05-02,Sharon Wright,Quality Assessment LLC
VAL001524,LOAN0005066,9391 Maple Blvd,Townhouse,96490.49,74191.18,1202,2002,4,1.6,2023-12-21,Lisa Smith,Quality Assessment LLC
VAL001525,LOAN0005069,3353 Pine St,Townhouse,141650.75,108064.11,2136,1953,1,2.4,2023-03-06,Donna Nguyen,Metro Valuations
VAL001526,LOAN0005070,1203 Oak St,Multi-Family,791249.36,581973.27,4031,2015,4,3.5,2023-04-27,David Young,Premier Appraisers
VAL001527,LOAN0005072,7657 Main St,Condo,1497525.94,976874.92,4516,1972,6,2.5,2024-02-29,Thomas Moore,Metro Valuations
VAL001528,LOAN0005074,4566 Cedar Ave,Commercial,2013912.24,1607454.24,3201,1996,1,2.5,2024-06-13,Margaret Anderson,Accurate Appraisals Inc
VAL001529,LOAN0005075,2551 Pine Ave,Townhouse,44062.59,36309.1,4320,2002,6,1.9,2024-04-25,Linda Gonzalez,Premier Appraisers
VAL001530,LOAN0005077,1592 Main Ave,Commercial,1975218.18,1638340.99,2917,2003,4,2.6,2024-01-03,Kenneth Smith,Premier Appraisers
VAL001531,LOAN0005080,9352 Cedar Ave,Single Family,337281.53,253284.81,4145,1976,6,3.4,2023-09-07,Sharon Sanchez,Accurate Appraisals Inc
VAL001532,LOAN0005081,8812 Cedar Ave,Commercial,87027.93,72534.27,2603,2003,5,3.1,2024-10-07,Lisa Ramirez,Accurate Appraisals Inc
VAL001533,LOAN0005082,5655 Maple St,Townhouse,693990.15,471526.47,4376,2013,1,2.2,2023-06-28,Lisa Torres,Quality Assessment LLC
VAL001534,LOAN0005087,6678 Main Blvd,Single Family,53885.15,41873.6,2500,2023,4,2.0,2024-02-06,Steven Taylor,Accurate Appraisals Inc
VAL001535,LOAN0005092,904 Maple St,Multi-Family,114532.0,94589.79,1234,1963,5,3.4,2023-12-23,Rebecca Baker,Metro Valuations
VAL001536,LOAN0005098,1656 Maple St,Commercial,1030702.66,824723.01,2599,2004,6,2.5,2024-05-27,Thomas Wilson,Metro Valuations
VAL001537,LOAN0005099,5573 Oak Blvd,Commercial,2459162.46,1689298.86,2899,1980,5,3.1,2024-09-19,Sharon Garcia,Metro Valuations
VAL001538,LOAN0005103,8838 Maple Ave,Single Family,1418204.66,1018916.95,1544,1976,1,3.3,2024-09-09,Steven Anderson,Metro Valuations
VAL001539,LOAN0005110,6256 Cedar Ave,Condo,1944358.61,1591701.7,1177,2021,1,3.6,2023-07-25,Timothy Torres,Accurate Appraisals Inc
VAL001540,LOAN0005117,3760 Maple Blvd,Single Family,504730.16,437528.12,1562,2019,3,3.1,2024-09-05,Mary Green,National Appraisal Co
VAL001541,LOAN0005124,8979 Maple Blvd,Townhouse,822472.84,631606.91,848,1971,6,2.3,2023-01-04,Steven Sanchez,Premier Appraisers
VAL001542,LOAN0005125,3809 Cedar Blvd,Single Family,2030182.81,1388568.95,1126,2012,3,2.1,2024-08-31,Brian Ramirez,National Appraisal Co
VAL001543,LOAN0005127,6345 Main Blvd,Multi-Family,46620.2,43225.65,952,1998,4,1.6,2023-08-31,Linda Harris,Accurate Appraisals Inc
VAL001544,LOAN0005132,4281 Maple St,Commercial,688726.5,638264.52,1108,1965,2,3.7,2024-07-23,Dorothy Torres,Quality Assessment LLC
VAL001545,LOAN0005137,5591 Oak St,Townhouse,231103.04,169609.58,1140,2006,6,2.7,2023-04-19,Brian Torres,Quality Assessment LLC
VAL001546,LOAN0005138,2186 Main Blvd,Condo,14305.2,11851.53,4503,1965,5,2.0,2023-05-05,Robert Allen,Accurate Appraisals Inc
VAL001547,LOAN0005140,8817 Pine Ave,Condo,1776684.43,1320518.95,2664,1975,2,3.2,2023-06-17,Carol Campbell,Premier Appraisers
VAL001548,LOAN0005141,3388 Cedar Blvd,Townhouse,610524.53,485312.57,1566,1996,6,1.1,2024-03-04,Robert Lopez,National Appraisal Co
VAL001549,LOAN0005144,4440 Maple Ave,Commercial,121943.72,92272.31,3170,2011,1,1.8,2024-01-09,Patricia White,Accurate Appraisals Inc
VAL001550,LOAN0005145,8776 Pine St,Multi-Family,1995944.59,1611677.75,2299,1989,3,1.2,2024-02-08,Robert Johnson,National Appraisal Co
VAL001551,LOAN0005149,6742 Maple St,Single Family,1470336.3,1078621.96,1811,1985,5,3.8,2024-09-26,Ronald Campbell,Quality Assessment LLC
VAL001552,LOAN0005158,5227 Maple Blvd,Single Family,1225415.14,964696.56,1051,1982,1,1.4,2024-05-13,Ashley Lee,Premier Appraisers
VAL001553,LOAN0005159,6496 Main St,Townhouse,17485.55,11887.03,1665,1966,6,3.2,2023-10-20,Andrew Martinez,Premier Appraisers
VAL001554,LOAN0005160,3076 Pine Ave,Condo,2028535.15,1653613.02,3456,2013,5,1.5,2024-10-12,Susan Hall,National Appraisal Co
VAL001555,LOAN0005161,9080 Pine St,Commercial,932063.08,675235.64,1740,2023,5,1.0,2023-03-13,Elizabeth Thomas,Metro Valuations
VAL001556,LOAN0005167,7016 Maple Ave,Single Family,291602.05,250594.46,3147,2000,4,2.0,2024-12-17,Deborah Lee,Accurate Appraisals Inc
VAL001557,LOAN0005168,2337 Pine St,Townhouse,1802633.86,1382422.5,2960,1989,3,1.1,2023-01-04,Paul Hernandez,Accurate Appraisals Inc
VAL001558,LOAN0005172,7751 Pine Ave,Commercial,133778.19,97696.34,3983,2000,2,1.5,2023-11-11,Kimberly Adams,Quality Assessment LLC
VAL001559,LOAN0005174,6381 Pine St,Condo,544611.03,408921.62,4248,1960,2,3.2,2024-06-11,Deborah Hill,Premier Appraisers
VAL001560,LOAN0005181,4758 Maple Ave,Condo,2573058.26,2177501.16,3162,1963,2,2.0,2023-01-29,Christopher Wilson,Premier Appraisers
VAL001561,LOAN0005182,6938 Maple St,Commercial,1455475.02,1128386.23,3201,2007,6,2.9,2023-05-30,John Wright,Quality Assessment LLC
VAL001562,LOAN0005185,768 Maple Blvd,Single Family,3748943.95,2905601.27,4066,2012,6,3.7,2023-04-16,Melissa Allen,Quality Assessment LLC
VAL001563,LOAN0005186,1442 Cedar Blvd,Single Family,1628157.14,1083596.74,4637,1964,1,2.1,2024-05-22,Nancy Anderson,Metro Valuations
VAL001564,LOAN0005187,8229 Maple Ave,Townhouse,97020.93,85248.06,3893,2000,6,3.0,2023-04-22,Thomas Anderson,Quality Assessment LLC
VAL001565,LOAN0005191,3196 Oak Blvd,Townhouse,1035665.96,788035.36,1766,1998,4,3.1,2023-10-11,Dorothy Hall,Metro Valuations
VAL001566,LOAN0005196,3540 Main Ave,Single Family,1722135.61,1147351.5,3120,1960,6,1.2,2024-03-26,Amanda Flores,National Appraisal Co
VAL001567,LOAN0005211,4629 Maple St,Single Family,339959.52,306030.08,2443,2012,6,3.8,2024-10-26,Daniel Martinez,Quality Assessment LLC
VAL001568,LOAN0005215,1527 Main Ave,Single Family,14744.38,11719.38,4966,1978,4,2.7,2024-02-26,Mark Lopez,Quality Assessment LLC
