payment_id,loan_id,payment_date,due_date,amount_due,amount_paid,principal_amount,interest_amount,payment_status,payment_method,days_past_due
PAY00003862,LOAN0003981,2023-02-06,2023-02-02,1766.3,1766.3,1059.78,706.52,On-Time,Check,0
PAY00003863,LOAN0008193,2023-07-06,2023-07-10,3249.29,3249.29,1949.57,1299.72,On-Time,Wire,0
PAY00003864,LOAN0007758,2023-08-17,2023-08-11,975.74,975.74,585.44,390.3,Late,Check,26
PAY00003865,LOAN0001717,2023-08-02,2023-08-06,2234.49,2234.49,1340.69,893.8,On-Time,Check,0
PAY00003866,LOAN0004026,2023-04-25,2023-04-21,1064.55,1064.55,638.73,425.82,On-Time,Online,0
PAY00003867,LOAN0001549,2024-11-12,2024-10-31,100947.43,100947.43,60568.46,40378.97,On-Time,Check,0
PAY00003868,LOAN0002951,2024-01-21,2024-01-23,672.55,672.55,403.53,269.02,On-Time,Check,0
PAY00003869,LOAN0003814,2023-11-18,2023-10-29,12516.93,5717.62,3430.57,2287.05,Partial,Wire,0
PAY00003870,LOAN0004185,2023-07-25,2023-07-03,1808.21,1808.21,1084.93,723.28,Late,ACH,21
PAY00003871,LOAN0003434,2024-04-19,2024-03-21,4476.85,4476.85,2686.11,1790.74,On-Time,ACH,0
PAY00003872,LOAN0003290,2024-09-20,2024-08-23,25531.51,25531.51,15318.91,10212.6,On-Time,Check,0
PAY00003873,LOAN0001479,2024-01-13,2023-12-25,1103.85,1103.85,662.31,441.54,On-Time,Wire,0
PAY00003874,LOAN0002709,2023-04-16,2023-03-21,15559.91,15559.91,9335.95,6223.96,On-Time,Wire,0
PAY00003875,LOAN0007256,2024-09-23,2024-08-30,1259.86,1259.86,755.92,503.94,On-Time,Check,0
PAY00003876,LOAN0002486,2023-05-22,2023-05-12,37965.94,37965.94,22779.56,15186.38,On-Time,Check,0
PAY00003877,LOAN0006071,2023-10-14,2023-09-26,2478.46,2478.46,1487.08,991.38,On-Time,Auto-Pay,0
PAY00003878,LOAN0003515,2024-10-31,2024-10-31,222.98,222.98,133.79,89.19,On-Time,ACH,0
PAY00003879,LOAN0001510,2023-04-24,2023-04-07,422.56,422.56,253.54,169.02,On-Time,Wire,0
PAY00003880,LOAN0003814,2024-01-26,2024-01-02,12516.93,12516.93,7510.16,5006.77,Late,ACH,1
PAY00003881,LOAN0008715,2023-09-17,2023-08-30,380.53,380.53,228.32,152.21,On-Time,Check,0
PAY00003882,LOAN0005109,2024-03-30,2024-03-21,801.73,801.73,481.04,320.69,On-Time,Wire,0
PAY00003883,LOAN0007121,2024-10-06,2024-10-11,20425.72,20425.72,12255.43,8170.29,On-Time,ACH,0
PAY00003884,LOAN0000580,2024-12-06,2024-12-11,1111.05,1111.05,666.63,444.42,On-Time,Online,0
PAY00003885,LOAN0002227,2024-06-10,2024-05-16,396.75,214.36,128.62,85.74,Partial,Wire,0
PAY00003886,LOAN0007685,2024-05-05,2024-05-06,1722.4,1722.4,1033.44,688.96,On-Time,ACH,0
PAY00003887,LOAN0001306,2023-02-28,2023-03-01,420.22,189.48,113.69,75.79,Partial,ACH,0
PAY00003888,LOAN0008844,2024-07-16,2024-07-06,1195.62,1195.62,717.37,478.25,On-Time,Auto-Pay,0
PAY00003889,LOAN0005481,2024-05-07,2024-04-10,8682.46,8682.46,5209.48,3472.98,Late,ACH,30
PAY00003890,LOAN0004592,2024-11-06,2024-10-21,118.06,118.06,70.84,47.22,Late,Check,15
PAY00003891,LOAN0008738,2024-05-23,2024-05-28,1992.01,1992.01,1195.21,796.8,On-Time,Online,0
PAY00003892,LOAN0009729,2024-06-22,2024-06-14,52313.96,52313.96,31388.38,20925.58,On-Time,Auto-Pay,0
PAY00003893,LOAN0002927,2023-03-24,2023-03-15,2655.2,2655.2,1593.12,1062.08,On-Time,Auto-Pay,0
PAY00003894,LOAN0007475,2023-05-14,2023-04-19,903.09,903.09,541.85,361.24,On-Time,Wire,0
PAY00003895,LOAN0004282,2023-07-31,2023-07-18,980.41,980.41,588.25,392.16,On-Time,Check,0
PAY00003896,LOAN0004877,2024-12-29,2024-12-06,90471.42,90471.42,54282.85,36188.57,On-Time,ACH,0
PAY00003897,LOAN0003667,2023-09-13,2023-09-10,163528.31,163528.31,98116.99,65411.32,Late,Online,24
PAY00003898,LOAN0004376,2024-08-23,2024-08-09,4216.27,4216.27,2529.76,1686.51,On-Time,Wire,0
PAY00003899,LOAN0001746,2023-01-05,2022-12-19,6079.6,6079.6,3647.76,2431.84,On-Time,Wire,0
PAY00003900,LOAN0004172,2024-03-12,2024-02-19,201.92,201.92,121.15,80.77,Late,Wire,24
PAY00003901,LOAN0009364,2024-12-07,2024-11-20,13063.0,13063.0,7837.8,5225.2,On-Time,Auto-Pay,0
PAY00003902,LOAN0008655,2024-10-10,2024-09-29,618.62,0,0.0,0.0,Missed,Wire,0
PAY00003903,LOAN0004285,2023-01-05,2023-01-02,4290.66,4290.66,2574.4,1716.26,On-Time,ACH,0
PAY00003904,LOAN0005659,2024-05-03,2024-05-08,15396.51,15396.51,9237.91,6158.6,Late,Check,15
PAY00003905,LOAN0003273,2024-12-29,2024-12-03,9628.31,9628.31,5776.99,3851.32,On-Time,ACH,0
PAY00003906,LOAN0008925,2024-08-30,2024-08-25,405.18,405.18,243.11,162.07,On-Time,ACH,0
PAY00003907,LOAN0007229,2024-06-14,2024-06-14,1836.51,1836.51,1101.91,734.6,On-Time,ACH,0
PAY00003908,LOAN0001134,2024-09-09,2024-08-12,241.62,241.62,144.97,96.65,On-Time,Check,0
PAY00003909,LOAN0009952,2023-09-29,2023-09-27,5778.49,5778.49,3467.09,2311.4,On-Time,Check,0
PAY00003910,LOAN0004364,2024-03-17,2024-02-16,1911.02,1911.02,1146.61,764.41,On-Time,ACH,0
PAY00003911,LOAN0003962,2024-07-11,2024-07-03,5561.43,5561.43,3336.86,2224.57,On-Time,Online,0
PAY00003912,LOAN0009389,2023-06-30,2023-06-25,410.39,410.39,246.23,164.16,On-Time,Wire,0
PAY00003913,LOAN0002009,2023-05-19,2023-05-19,2374.62,2374.62,1424.77,949.85,On-Time,ACH,0
PAY00003914,LOAN0006827,2023-01-23,2023-01-18,1878.61,1878.61,1127.17,751.44,On-Time,ACH,0
PAY00003915,LOAN0009092,2023-03-02,2023-03-06,762.72,762.72,457.63,305.09,On-Time,Wire,0
PAY00003916,LOAN0007297,2023-12-28,2023-12-19,6680.74,6680.74,4008.44,2672.3,On-Time,Online,0
PAY00003917,LOAN0003334,2024-01-31,2024-02-03,1627.91,1627.91,976.75,651.16,Late,Check,6
PAY00003918,LOAN0000719,2024-10-01,2024-09-17,13444.07,13444.07,8066.44,5377.63,On-Time,Check,0
PAY00003919,LOAN0008201,2023-11-24,2023-11-24,941.27,941.27,564.76,376.51,On-Time,Wire,0
PAY00003920,LOAN0001925,2024-03-02,2024-02-13,1681.46,1681.46,1008.88,672.58,On-Time,Auto-Pay,0
PAY00003921,LOAN0001895,2024-07-29,2024-08-02,714.1,714.1,428.46,285.64,Late,ACH,0
PAY00003922,LOAN0002913,2023-05-25,2023-05-04,1247.78,1247.78,748.67,499.11,On-Time,Auto-Pay,0
PAY00003923,LOAN0008896,2024-09-01,2024-08-15,580.0,580.0,348.0,232.0,On-Time,Online,0
PAY00003924,LOAN0007867,2023-12-10,2023-12-10,2406.96,2406.96,1444.18,962.78,On-Time,Online,0
PAY00003925,LOAN0009729,2023-10-30,2023-10-21,52313.96,52313.96,31388.38,20925.58,On-Time,Online,0
PAY00003926,LOAN0003898,2023-06-04,2023-05-26,1792.85,1792.85,1075.71,717.14,Late,Wire,0
PAY00003927,LOAN0003153,2023-12-12,2023-11-28,324.47,257.6,154.56,103.04,Partial,Online,0
PAY00003928,LOAN0005562,2023-02-28,2023-02-07,21494.95,21494.95,12896.97,8597.98,On-Time,Online,0
PAY00003929,LOAN0007940,2024-12-30,2024-12-18,223.53,223.53,134.12,89.41,On-Time,ACH,0
PAY00003930,LOAN0006346,2023-03-02,2023-02-07,980.57,980.57,588.34,392.23,On-Time,Wire,0
PAY00003931,LOAN0004038,2023-07-24,2023-07-26,5725.03,5725.03,3435.02,2290.01,On-Time,Auto-Pay,0
PAY00003932,LOAN0004046,2023-09-09,2023-08-11,16603.87,16603.87,9962.32,6641.55,On-Time,ACH,0
PAY00003933,LOAN0005543,2023-09-12,2023-09-11,393.11,393.11,235.87,157.24,On-Time,Check,0
PAY00003934,LOAN0004297,2023-12-26,2023-11-30,9248.43,9248.43,5549.06,3699.37,On-Time,Online,0
PAY00003935,LOAN0004624,2024-09-17,2024-08-31,3437.08,0,0.0,0.0,Missed,Auto-Pay,0
PAY00003936,LOAN0003169,2023-10-01,2023-09-30,2456.51,1702.88,1021.73,681.15,Partial,Online,0
PAY00003937,LOAN0005799,2024-06-22,2024-06-12,406.64,406.64,243.98,162.66,On-Time,Check,0
PAY00003938,LOAN0004026,2023-07-26,2023-07-16,1064.55,1064.55,638.73,425.82,On-Time,Wire,0
PAY00003939,LOAN0001818,2024-01-05,2023-12-06,274.98,274.98,164.99,109.99,Late,ACH,0
PAY00003940,LOAN0008057,2023-01-13,2022-12-20,180.49,180.49,108.29,72.2,On-Time,Online,0
PAY00003941,LOAN0000004,2023-03-10,2023-02-22,78473.32,78473.32,47083.99,31389.33,On-Time,Check,0
PAY00003942,LOAN0006410,2023-12-08,2023-11-26,1132.03,1132.03,679.22,452.81,Late,Online,14
PAY00003943,LOAN0009436,2023-10-19,2023-10-14,2944.54,2944.54,1766.72,1177.82,On-Time,Auto-Pay,0
PAY00003944,LOAN0003809,2023-07-30,2023-07-16,500.55,500.55,300.33,200.22,On-Time,Online,0
PAY00003945,LOAN0006305,2023-09-22,2023-08-25,2406.52,4002.52,2401.51,1601.01,Extra,Check,0
PAY00003946,LOAN0003491,2023-08-20,2023-08-02,7766.06,7766.06,4659.64,3106.42,On-Time,Wire,0
PAY00003947,LOAN0004391,2023-02-14,2023-02-11,417.85,417.85,250.71,167.14,On-Time,Wire,0
PAY00003948,LOAN0009758,2024-07-06,2024-06-28,532.31,532.31,319.39,212.92,On-Time,ACH,0
PAY00003949,LOAN0004910,2023-06-28,2023-06-04,5222.74,5953.87,3572.32,2381.55,Extra,Wire,0
PAY00003950,LOAN0002498,2024-01-23,2024-01-21,260.15,260.15,156.09,104.06,On-Time,ACH,0
PAY00003951,LOAN0001376,2023-06-10,2023-06-12,8948.81,8948.81,5369.29,3579.52,On-Time,Wire,0
PAY00003952,LOAN0008224,2024-10-22,2024-10-02,727.49,727.49,436.49,291.0,On-Time,Online,0
PAY00003953,LOAN0009513,2024-05-16,2024-05-10,2494.03,0,0.0,0.0,Missed,Auto-Pay,0
PAY00003954,LOAN0000217,2024-04-21,2024-04-16,779.72,779.72,467.83,311.89,On-Time,Wire,0
PAY00003955,LOAN0000775,2024-02-12,2024-01-22,753.37,753.37,452.02,301.35,On-Time,Wire,0
PAY00003956,LOAN0006891,2023-12-20,2023-12-09,1597.11,1597.11,958.27,638.84,On-Time,Online,0
PAY00003957,LOAN0001260,2024-10-30,2024-10-05,1657.92,1657.92,994.75,663.17,Late,Auto-Pay,0
PAY00003958,LOAN0005693,2024-04-24,2024-04-03,479.58,479.58,287.75,191.83,On-Time,Auto-Pay,0
PAY00003959,LOAN0001728,2024-01-08,2023-12-13,1599.33,1599.33,959.6,639.73,On-Time,Wire,0
PAY00003960,LOAN0000480,2023-05-29,2023-05-11,14357.8,14357.8,8614.68,5743.12,On-Time,Check,0
PAY00003961,LOAN0005766,2024-10-15,2024-10-08,3110.68,0,0.0,0.0,Missed,Auto-Pay,0
PAY00003962,LOAN0008957,2023-12-10,2023-12-04,1437.93,899.68,539.81,359.87,Partial,ACH,0
PAY00003963,LOAN0000241,2023-11-12,2023-11-03,5455.51,5455.51,3273.31,2182.2,On-Time,Check,0
PAY00003964,LOAN0004481,2023-01-16,2023-01-03,130.69,130.69,78.41,52.28,On-Time,Online,0
PAY00003965,LOAN0006498,2024-07-03,2024-06-21,898.33,898.33,539.0,359.33,On-Time,Wire,0
PAY00003966,LOAN0003205,2023-06-21,2023-06-13,820.18,820.18,492.11,328.07,On-Time,ACH,0
PAY00003967,LOAN0001473,2024-07-15,2024-07-10,39612.58,39612.58,23767.55,15845.03,Late,Wire,30
PAY00003968,LOAN0006308,2023-09-20,2023-09-17,11404.48,11404.48,6842.69,4561.79,On-Time,Check,0
PAY00003969,LOAN0006082,2024-01-01,2023-12-03,1483.27,1483.27,889.96,593.31,On-Time,Wire,0
PAY00003970,LOAN0005888,2024-02-13,2024-02-11,519.55,519.55,311.73,207.82,Late,Check,15
PAY00003971,LOAN0008501,2023-11-10,2023-10-13,5888.51,5888.51,3533.11,2355.4,On-Time,ACH,0
PAY00003972,LOAN0001053,2024-12-25,2024-12-20,3947.09,3947.09,2368.25,1578.84,On-Time,Auto-Pay,0
PAY00003973,LOAN0009758,2024-08-12,2024-07-30,532.31,837.42,502.45,334.97,Extra,ACH,0
PAY00003974,LOAN0002705,2023-09-27,2023-09-12,225.88,225.88,135.53,90.35,On-Time,ACH,0
PAY00003975,LOAN0002907,2023-05-22,2023-04-23,1452.72,1452.72,871.63,581.09,Late,Wire,18
PAY00003976,LOAN0005409,2024-12-28,2024-11-29,681.68,681.68,409.01,272.67,On-Time,Online,0
PAY00003977,LOAN0005693,2023-11-19,2023-11-24,479.58,479.58,287.75,191.83,On-Time,Auto-Pay,0
PAY00003978,LOAN0006210,2023-10-14,2023-09-25,497.88,497.88,298.73,199.15,On-Time,Online,0
PAY00003979,LOAN0002470,2023-08-24,2023-08-19,49.87,49.87,29.92,19.95,Late,Wire,0
PAY00003980,LOAN0009371,2023-08-12,2023-07-23,488.67,488.67,293.2,195.47,On-Time,Auto-Pay,0
PAY00003981,LOAN0009004,2024-10-05,2024-09-20,943.98,943.98,566.39,377.59,On-Time,Check,0
PAY00003982,LOAN0004615,2024-08-08,2024-08-07,772.42,772.42,463.45,308.97,On-Time,Check,0
PAY00003983,LOAN0002446,2024-09-02,2024-08-28,42341.59,42341.59,25404.95,16936.64,On-Time,Online,0
PAY00003984,LOAN0009377,2024-02-16,2024-01-19,32711.65,32711.65,19626.99,13084.66,On-Time,Online,0
PAY00003985,LOAN0001047,2023-12-17,2023-12-09,79790.8,79790.8,47874.48,31916.32,On-Time,Check,0
PAY00003986,LOAN0000356,2024-03-26,2024-03-26,35422.79,35422.79,21253.67,14169.12,On-Time,Wire,0
PAY00003987,LOAN0008008,2024-05-12,2024-04-17,167.95,167.95,100.77,67.18,On-Time,Wire,0
PAY00003988,LOAN0003759,2023-07-29,2023-07-29,138388.25,138388.25,83032.95,55355.3,On-Time,Auto-Pay,0
PAY00003989,LOAN0000853,2023-01-26,2023-01-08,890.91,1390.48,834.29,556.19,Extra,ACH,0
PAY00003990,LOAN0009624,2023-09-01,2023-08-05,826.76,826.76,496.06,330.7,On-Time,ACH,0
PAY00003991,LOAN0008872,2024-05-10,2024-05-03,2276.03,2276.03,1365.62,910.41,On-Time,Online,0
PAY00003992,LOAN0000576,2024-06-21,2024-06-07,1461.85,1461.85,877.11,584.74,On-Time,Wire,0
PAY00003993,LOAN0004148,2024-05-13,2024-05-05,59.22,59.22,35.53,23.69,On-Time,Auto-Pay,0
PAY00003994,LOAN0005451,2023-03-09,2023-02-14,1157.91,1157.91,694.75,463.16,On-Time,ACH,0
PAY00003995,LOAN0006588,2023-02-21,2023-01-22,1304.62,1304.62,782.77,521.85,On-Time,Online,0
PAY00003996,LOAN0004945,2024-05-07,2024-04-07,1428.64,1428.64,857.18,571.46,On-Time,ACH,0
PAY00003997,LOAN0008513,2023-05-17,2023-05-20,29861.85,29861.85,17917.11,11944.74,On-Time,Check,0
PAY00003998,LOAN0003994,2024-10-28,2024-10-03,158.85,158.85,95.31,63.54,On-Time,Auto-Pay,0
PAY00003999,LOAN0001461,2024-10-01,2024-09-25,3029.59,3029.59,1817.75,1211.84,On-Time,Wire,0
PAY00004000,LOAN0005401,2024-03-23,2024-03-13,1458.69,1458.69,875.21,583.48,On-Time,Online,0
PAY00004001,LOAN0002241,2024-09-06,2024-09-08,1441.11,663.6,398.16,265.44,Partial,Auto-Pay,0
PAY00004002,LOAN0004215,2023-08-01,2023-07-25,6459.73,6459.73,3875.84,2583.89,Late,Online,4
PAY00004003,LOAN0009624,2024-12-02,2024-12-06,826.76,826.76,496.06,330.7,On-Time,Auto-Pay,0
PAY00004004,LOAN0005110,2023-03-27,2023-03-13,29788.95,29788.95,17873.37,11915.58,On-Time,Online,0
PAY00004005,LOAN0002984,2024-09-01,2024-08-28,840.23,0,0.0,0.0,Missed,Wire,0
PAY00004006,LOAN0007238,2024-05-10,2024-04-17,411.04,411.04,246.62,164.42,On-Time,Check,0
PAY00004007,LOAN0001611,2023-12-20,2023-12-24,501.48,501.48,300.89,200.59,On-Time,Check,0
PAY00004008,LOAN0007685,2024-03-18,2024-02-17,1722.4,1722.4,1033.44,688.96,Late,Auto-Pay,0
PAY00004009,LOAN0000227,2023-01-11,2022-12-31,1269.93,1269.93,761.96,507.97,Late,Wire,27
PAY00004010,LOAN0000614,2024-02-03,2024-01-14,4443.93,4443.93,2666.36,1777.57,Late,Check,4
PAY00004011,LOAN0006180,2024-12-19,2024-12-14,2306.23,1940.39,1164.23,776.16,Partial,Online,0
PAY00004012,LOAN0001002,2023-08-15,2023-07-24,1795.55,0,0.0,0.0,Missed,Auto-Pay,0
PAY00004013,LOAN0005072,2024-02-25,2024-02-28,39196.34,39196.34,23517.8,15678.54,On-Time,Check,0
PAY00004014,LOAN0005686,2024-08-25,2024-08-30,12580.57,12580.57,7548.34,5032.23,Late,Online,23
PAY00004015,LOAN0008720,2024-06-18,2024-05-25,52.73,52.73,31.64,21.09,On-Time,Check,0
PAY00004016,LOAN0002637,2023-01-28,2023-01-26,1430.38,1430.38,858.23,572.15,On-Time,Check,0
PAY00004017,LOAN0003452,2023-06-13,2023-05-21,239.82,0,0.0,0.0,Missed,Auto-Pay,0
PAY00004018,LOAN0008067,2023-12-05,2023-11-13,1242.23,0,0.0,0.0,Missed,ACH,0
PAY00004019,LOAN0000914,2023-06-27,2023-06-06,55206.4,45609.61,27365.77,18243.84,Partial,Wire,0
PAY00004020,LOAN0002201,2024-01-18,2024-01-16,36256.3,0,0.0,0.0,Missed,Auto-Pay,0
PAY00004021,LOAN0009311,2023-11-01,2023-10-14,1500.17,1500.17,900.1,600.07,On-Time,Check,0
PAY00004022,LOAN0007214,2023-09-08,2023-09-11,352.89,352.89,211.73,141.16,On-Time,Auto-Pay,0
PAY00004023,LOAN0006505,2024-12-07,2024-11-12,280.48,280.48,168.29,112.19,On-Time,Online,0
PAY00004024,LOAN0004961,2024-10-31,2024-10-05,708.42,708.42,425.05,283.37,On-Time,Auto-Pay,0
PAY00004025,LOAN0008020,2023-12-19,2023-12-12,739.33,263.07,157.84,105.23,Partial,ACH,0
PAY00004026,LOAN0003752,2024-02-08,2024-01-28,60466.36,60466.36,36279.82,24186.54,On-Time,Online,0
PAY00004027,LOAN0004012,2023-05-30,2023-06-04,943.22,1470.41,882.25,588.16,Extra,Auto-Pay,0
PAY00004028,LOAN0004118,2024-03-14,2024-03-11,288.58,243.7,146.22,97.48,Partial,Auto-Pay,0
PAY00004029,LOAN0007328,2023-10-11,2023-10-12,13263.37,13263.37,7958.02,5305.35,On-Time,Auto-Pay,0
PAY00004030,LOAN0008030,2024-07-21,2024-06-23,1348.72,1348.72,809.23,539.49,On-Time,Auto-Pay,0
PAY00004031,LOAN0002588,2023-05-29,2023-05-07,675.25,675.25,405.15,270.1,Late,Auto-Pay,0
PAY00004032,LOAN0002003,2024-03-16,2024-03-12,1235.5,1235.5,741.3,494.2,On-Time,ACH,0
PAY00004033,LOAN0008400,2023-10-05,2023-10-07,3453.16,3453.16,2071.9,1381.26,On-Time,Online,0
PAY00004034,LOAN0000097,2024-02-19,2024-01-20,21898.5,21898.5,13139.1,8759.4,On-Time,Online,0
PAY00004035,LOAN0002575,2024-03-24,2024-03-13,1096.44,1575.3,945.18,630.12,Extra,Wire,0
PAY00004036,LOAN0000796,2023-05-19,2023-05-04,827.35,827.35,496.41,330.94,On-Time,Auto-Pay,0
PAY00004037,LOAN0000468,2023-12-28,2023-12-13,2291.58,2291.58,1374.95,916.63,On-Time,Online,0
PAY00004038,LOAN0004763,2023-10-15,2023-10-06,1601.2,1601.2,960.72,640.48,On-Time,Check,0
PAY00004039,LOAN0001238,2024-04-14,2024-04-02,482.51,482.51,289.51,193.0,On-Time,Online,0
PAY00004040,LOAN0003711,2023-12-30,2023-12-26,2291.17,2291.17,1374.7,916.47,On-Time,Online,0
PAY00004041,LOAN0001073,2023-09-19,2023-09-02,765.18,765.18,459.11,306.07,On-Time,Check,0
PAY00004042,LOAN0004423,2023-09-15,2023-09-17,378.19,378.19,226.91,151.28,On-Time,Wire,0
PAY00004043,LOAN0006719,2024-03-08,2024-02-07,5343.57,5343.57,3206.14,2137.43,On-Time,Online,0
PAY00004044,LOAN0007163,2023-12-10,2023-12-14,2437.03,2437.03,1462.22,974.81,On-Time,Wire,0
PAY00004045,LOAN0007758,2024-08-10,2024-07-22,975.74,975.74,585.44,390.3,On-Time,Wire,0
PAY00004046,LOAN0006498,2023-01-15,2022-12-20,898.33,898.33,539.0,359.33,On-Time,Online,0
PAY00004047,LOAN0008847,2023-10-20,2023-10-08,3447.84,6588.01,3952.81,2635.2,Extra,Auto-Pay,0
PAY00004048,LOAN0002350,2023-05-23,2023-05-25,33575.42,15354.87,9212.92,6141.95,Partial,ACH,0
PAY00004049,LOAN0009394,2024-10-01,2024-10-01,33070.38,33070.38,19842.23,13228.15,On-Time,Auto-Pay,0
PAY00004050,LOAN0001260,2023-11-16,2023-11-01,1657.92,1169.62,701.77,467.85,Partial,ACH,0
PAY00004051,LOAN0001609,2024-03-15,2024-02-22,377.68,377.68,226.61,151.07,On-Time,Online,0
PAY00004052,LOAN0000450,2024-12-20,2024-12-15,3991.23,3991.23,2394.74,1596.49,On-Time,Wire,0
PAY00004053,LOAN0003568,2023-03-09,2023-03-06,1955.75,1955.75,1173.45,782.3,On-Time,Wire,0
PAY00004054,LOAN0001909,2023-02-09,2023-01-26,22875.3,22875.3,13725.18,9150.12,Late,Auto-Pay,14
PAY00004055,LOAN0002047,2024-06-28,2024-06-26,1289.05,1289.05,773.43,515.62,Late,Wire,14
PAY00004056,LOAN0003502,2024-06-28,2024-06-30,534.79,534.79,320.87,213.92,On-Time,ACH,0
PAY00004057,LOAN0003208,2023-10-18,2023-10-04,952.3,952.3,571.38,380.92,On-Time,ACH,0
PAY00004058,LOAN0007241,2024-10-01,2024-09-03,54059.55,54059.55,32435.73,21623.82,On-Time,Check,0
PAY00004059,LOAN0001144,2024-04-02,2024-03-15,55.27,55.27,33.16,22.11,On-Time,Online,0
PAY00004060,LOAN0002552,2023-07-23,2023-07-25,3099.44,3099.44,1859.66,1239.78,Late,Online,25
PAY00004061,LOAN0004798,2023-04-14,2023-03-27,2682.56,2682.56,1609.54,1073.02,On-Time,Check,0
PAY00004062,LOAN0001073,2023-08-01,2023-07-14,765.18,765.18,459.11,306.07,On-Time,Check,0
PAY00004063,LOAN0008237,2024-04-27,2024-04-24,647.39,647.39,388.43,258.96,On-Time,Auto-Pay,0
PAY00004064,LOAN0009724,2023-10-26,2023-10-13,1160.09,1160.09,696.05,464.04,On-Time,Check,0
PAY00004065,LOAN0008244,2023-12-04,2023-11-13,527.03,527.03,316.22,210.81,On-Time,Auto-Pay,0
PAY00004066,LOAN0001485,2024-09-12,2024-08-17,763.7,763.7,458.22,305.48,On-Time,Check,0
PAY00004067,LOAN0004475,2023-05-30,2023-05-19,10530.77,10530.77,6318.46,4212.31,On-Time,Check,0
PAY00004068,LOAN0006311,2024-07-12,2024-06-14,22887.21,22887.21,13732.33,9154.88,On-Time,Online,0
PAY00004069,LOAN0001222,2024-09-14,2024-09-18,921.22,714.88,428.93,285.95,Partial,Check,0
PAY00004070,LOAN0002535,2024-09-07,2024-09-03,820.05,820.05,492.03,328.02,On-Time,ACH,0
PAY00004071,LOAN0001179,2024-10-03,2024-09-04,756.99,756.99,454.19,302.8,On-Time,Auto-Pay,0
PAY00004072,LOAN0009002,2024-03-11,2024-02-13,13752.24,13752.24,8251.34,5500.9,On-Time,Online,0
PAY00004073,LOAN0006779,2023-12-20,2023-11-27,250.4,250.4,150.24,100.16,On-Time,Auto-Pay,0
PAY00004074,LOAN0002009,2023-09-25,2023-09-10,2374.62,2374.62,1424.77,949.85,On-Time,ACH,0
PAY00004075,LOAN0006069,2024-11-06,2024-11-06,174.99,174.99,104.99,70.0,On-Time,Check,0
PAY00004076,LOAN0002013,2023-04-26,2023-04-28,907.54,907.54,544.52,363.02,On-Time,Check,0
PAY00004077,LOAN0009773,2024-07-05,2024-06-27,255.88,255.88,153.53,102.35,On-Time,Online,0
PAY00004078,LOAN0002457,2023-10-12,2023-10-13,75246.55,75246.55,45147.93,30098.62,On-Time,Online,0
PAY00004079,LOAN0009002,2023-08-17,2023-08-08,13752.24,13752.24,8251.34,5500.9,On-Time,Check,0
PAY00004080,LOAN0006623,2024-01-06,2023-12-09,201.56,201.56,120.94,80.62,On-Time,Wire,0
PAY00004081,LOAN0005209,2024-02-18,2024-02-01,2982.02,2982.02,1789.21,1192.81,Late,Check,10
PAY00004082,LOAN0008391,2023-09-28,2023-09-20,847.63,847.63,508.58,339.05,On-Time,Online,0
PAY00004083,LOAN0000822,2024-07-23,2024-07-07,3327.22,5772.07,3463.24,2308.83,Extra,ACH,0
PAY00004084,LOAN0001545,2024-01-26,2024-01-03,95.65,95.65,57.39,38.26,On-Time,ACH,0
PAY00004085,LOAN0001255,2024-03-27,2024-03-07,1015.95,1015.95,609.57,406.38,On-Time,Online,0
PAY00004086,LOAN0004122,2024-04-25,2024-04-25,7155.54,7155.54,4293.32,2862.22,On-Time,Auto-Pay,0
PAY00004087,LOAN0003548,2023-01-26,2023-01-02,1365.85,1365.85,819.51,546.34,Late,ACH,27
PAY00004088,LOAN0009436,2024-10-20,2024-10-08,2944.54,2944.54,1766.72,1177.82,On-Time,Online,0
PAY00004089,LOAN0005733,2024-03-08,2024-02-27,48950.9,48950.9,29370.54,19580.36,On-Time,Wire,0
PAY00004090,LOAN0002315,2024-01-24,2024-01-10,372.1,372.1,223.26,148.84,On-Time,ACH,0
PAY00004091,LOAN0007006,2023-05-19,2023-04-29,1047.48,1047.48,628.49,418.99,Late,Online,27
PAY00004092,LOAN0003682,2023-06-04,2023-05-15,1102.13,1102.13,661.28,440.85,Late,Auto-Pay,0
PAY00004093,LOAN0009720,2023-01-08,2022-12-19,368.25,368.25,220.95,147.3,On-Time,Check,0
PAY00004094,LOAN0008074,2024-02-22,2024-02-12,716.61,716.61,429.97,286.64,On-Time,Auto-Pay,0
PAY00004095,LOAN0001053,2024-02-23,2024-01-27,3947.09,2955.79,1773.47,1182.32,Partial,Online,0
PAY00004096,LOAN0003070,2024-07-10,2024-07-13,261.13,261.13,156.68,104.45,Late,Wire,0
PAY00004097,LOAN0003884,2023-08-30,2023-08-25,6491.46,6491.46,3894.88,2596.58,On-Time,Auto-Pay,0
PAY00004098,LOAN0003778,2024-01-15,2023-12-17,604.59,604.59,362.75,241.84,On-Time,Wire,0
PAY00004099,LOAN0002003,2023-08-01,2023-07-05,1235.5,1235.5,741.3,494.2,On-Time,Online,0
PAY00004100,LOAN0000652,2023-04-09,2023-04-03,3468.84,3468.84,2081.3,1387.54,On-Time,Wire,0
PAY00004101,LOAN0003219,2023-12-09,2023-12-07,21734.1,21734.1,13040.46,8693.64,On-Time,Check,0
PAY00004102,LOAN0002705,2023-10-16,2023-10-07,225.88,225.88,135.53,90.35,On-Time,Auto-Pay,0
